,,Frequency_Substation_01,Frequency_Substation_02,Frequency_Substation_03,Frequency_Substation_04,Frequency_Substation_05,Frequency_Substation_06,Frequency_Substation_07,Frequency_Substation_08,Frequency_Substation_09,Frequency_Substation_10
346,Frequency_Substation_03,-0.35273119987712326,-0.1510041669718416,0.9999999710301691,0.04843641698539803,0.19247493337302046,0.2440276413711012,-0.1738043465958848,0.25911314068279306,-0.28609461437352063,-0.017353933218343234
346,Frequency_Substation_04,-0.19375668346513278,-0.15434044138418718,0.04843641698539803,0.9999999953274556,-0.18979473344066056,-0.124220694332611,-0.12906512879775783,0.16259306430106973,-0.18764297783147627,0.18870466756967524
346,Frequency_Substation_05,-0.1120470477592435,0.05546743285129627,0.19247493337302046,-0.18979473344066056,0.9999999486266471,-0.05894982320574356,0.01214075124117129,-0.12771677040109905,-0.01530369067356916,-0.17221061176986718
346,Frequency_Substation_06,-0.2861809572119914,-0.03932008306031623,0.2440276413711012,-0.124220694332611,-0.05894982320574356,1.0000000541876717,0.1376586849604805,0.131986602955405,-0.12896049841158375,0.08533014787884206
346,Frequency_Substation_07,-0.10996044869916011,0.18642931789895606,-0.1738043465958848,-0.12906512879775783,0.01214075124117129,0.1376586849604805,0.9999999385745043,-0.03678870438631346,0.15005630591356325,0.28093578124995766
346,Frequency_Substation_08,-0.07753348733641006,-0.11066735240018023,0.25911314068279306,0.16259306430106973,-0.12771677040109905,0.131986602955405,-0.03678870438631346,0.9999999917796698,-0.28306696606853915,-0.09250152419978387
346,Frequency_Substation_09,0.09306083719499347,0.029768514459671002,-0.28609461437352063,-0.18764297783147627,-0.01530369067356916,-0.12896049841158375,0.15005630591356325,-0.28306696606853915,0.9999999821704345,0.06863403427825958
346,Frequency_Substation_10,-0.2554647222019493,0.10565818045798672,-0.017353933218343234,0.18870466756967524,-0.17221061176986718,0.08533014787884206,0.28093578124995766,-0.09250152419978387,0.06863403427825958,1.0000000145825059
347,Frequency_Substation_01,0.9999999575331759,0.13428849445368535,-0.3494614173629908,-0.20211492390938843,-0.11676381815742701,-0.28567167445904107,-0.1135873980271036,-0.07655931024982514,0.1019541422603178,-0.25728428285849353
347,Frequency_Substation_02,0.13428849445368535,0.9999999990520982,-0.15719421465948602,-0.18151969766785062,0.12343310080330108,-0.0642986733556778,0.17172260000058462,-0.09780079097099123,0.06610367326160986,0.07773133315046594
347,Frequency_Substation_03,-0.3494614173629908,-0.15719421465948602,0.9999999863602596,0.035679447250541764,0.21528736744652036,0.24368338972017384,-0.17938342891071557,0.2629552553489375,-0.2744255965944202,-0.02186910984833077
347,Frequency_Substation_04,-0.20211492390938843,-0.18151969766785062,0.035679447250541764,1.0000000452482247,-0.16701553947713085,-0.147363793785884,-0.12350991889566916,0.16506568115354284,-0.19928085650697816,0.1644416956330697
347,Frequency_Substation_05,-0.11676381815742701,0.12343310080330108,0.21528736744652036,-0.16701553947713085,1.0000000063833854,-0.01283899467688072,0.04030861455066942,-0.16177630643742472,-0.06810491369235143,-0.12286095153314484
347,Frequency_Substation_06,-0.28567167445904107,-0.0642986733556778,0.24368338972017384,-0.147363793785884,-0.01283899467688072,0.9999999335254044,0.12428049270160348,0.14542039027511364,-0.10020127448333692,0.06352346059712335
347,Frequency_Substation_07,-0.1135873980271036,0.17172260000058462,-0.17938342891071557,-0.12350991889566916,0.04030861455066942,0.12428049270160348,0.9999999721896631,-0.03154948425143483,0.1543523221503269,0.26884570323750534
347,Frequency_Substation_08,-0.07655931024982514,-0.09780079097099123,0.2629552553489375,0.16506568115354284,-0.16177630643742472,0.14542039027511364,-0.03154948425143483,0.9999999870615341,-0.29395183796192403,-0.07981993791062635
347,Frequency_Substation_09,0.1019541422603178,0.06610367326160986,-0.2744255965944202,-0.19928085650697816,-0.06810491369235143,-0.10020127448333692,0.1543523221503269,-0.29395183796192403,1.000000027411889,0.10309165378993365
347,Frequency_Substation_10,-0.25728428285849353,0.07773133315046594,-0.02186910984833077,0.1644416956330697,-0.12286095153314484,0.06352346059712335,0.26884570323750534,-0.07981993791062635,0.10309165378993365,0.9999999557675633
348,Frequency_Substation_01,1.0000000604749169,0.0959393487166785,-0.38653807612197216,-0.2057410312636779,-0.14073623681070588,-0.2986327155704138,-0.13407763932947295,-0.05902888560089488,0.1174542529314394,-0.282567229913845
348,Frequency_Substation_02,0.0959393487166785,0.9999999646292128,-0.066718697570226,-0.18506280875835227,0.1641097782951474,-0.015005901448024436,0.18632157204155786,-0.07258241582137522,0.015129662028085179,0.07814210213685689
348,Frequency_Substation_03,-0.38653807612197216,-0.066718697570226,1.0000000447706363,0.07778396412796869,0.26219725488427387,0.23042084806274407,-0.11923387963344444,0.11498603168867016,-0.2633413708320128,0.09643706510423439
348,Frequency_Substation_04,-0.2057410312636779,-0.18506280875835227,0.07778396412796869,1.0000000246021747,-0.15998440272833614,-0.1338124630181459,-0.1293810290312015,0.20938304570618405,-0.21400111874243294,0.1514603896685805
348,Frequency_Substation_05,-0.14073623681070588,0.1641097782951474,0.26219725488427387,-0.15998440272833614,1.0000000162561975,0.01390570646255255,0.06734679410176035,-0.1894796804606169,-0.09434272163761291,-0.0962242828278097
348,Frequency_Substation_06,-0.2986327155704138,-0.015005901448024436,0.23042084806274407,-0.1338124630181459,0.01390570646255255,1.0000000109100373,0.15682012304807003,0.0904301116501537,-0.10157378967958453,0.11213750449161744
348,Frequency_Substation_07,-0.13407763932947295,0.18632157204155786,-0.11923387963344444,-0.1293810290312015,0.06734679410176035,0.15682012304807003,0.9999999763043204,-0.004535272951482017,0.11933955750610195,0.26665450931723356
348,Frequency_Substation_08,-0.05902888560089488,-0.07258241582137522,0.11498603168867016,0.20938304570618405,-0.1894796804606169,0.0904301116501537,-0.004535272951482017,1.0000000203508252,-0.248140224480641,-0.009086117569825674
348,Frequency_Substation_09,0.1174542529314394,0.015129662028085179,-0.2633413708320128,-0.21400111874243294,-0.09434272163761291,-0.10157378967958453,0.11933955750610195,-0.248140224480641,0.9999999533089236,0.055900124080385465
348,Frequency_Substation_10,-0.282567229913845,0.07814210213685689,0.09643706510423439,0.1514603896685805,-0.0962242828278097,0.11213750449161744,0.26665450931723356,-0.009086117569825674,0.055900124080385465,1.000000059205708
349,Frequency_Substation_01,0.9999999991954236,0.07582798879972484,-0.3782184200920001,-0.19806375671338755,-0.16758970823427025,-0.3233628275295935,-0.15870369785788283,-0.06361515434874082,0.10289096402721741,-0.28312668350790815
349,Frequency_Substation_02,0.07582798879972484,1.0000000049700668,-0.09566219530608258,-0.16845124902542238,0.1788331856236833,-0.019914219918222103,0.18661983083214143,-0.08048681046210375,-0.0007465339794817756,0.07656579128921304
349,Frequency_Substation_03,-0.3782184200920001,-0.09566219530608258,1.000000006316542,0.07740982686509125,0.18117091176346484,0.19802654178848972,-0.15444062877961798,0.11307188329006594,-0.27371345014458126,0.0971411532393139
349,Frequency_Substation_04,-0.19806375671338755,-0.16845124902542238,0.07740982686509125,1.0000000290764683,-0.12927358290986354,-0.11550379077836903,-0.10919265746079615,0.21533536769427133,-0.20138966844573242,0.15196158840616059
349,Frequency_Substation_05,-0.16758970823427025,0.1788331856236833,0.18117091176346484,-0.12927358290986354,0.9999999509350223,0.03035473451279911,0.09470465451761007,-0.19235693099655296,-0.10449580641993043,-0.09616324773548342
349,Frequency_Substation_06,-0.3233628275295935,-0.019914219918222103,0.19802654178848972,-0.11550379077836903,0.03035473451279911,0.9999999791310928,0.15390766324610372,0.08231027573203833,-0.12188790805901399,0.11102142655115449
349,Frequency_Substation_07,-0.15870369785788283,0.18661983083214143,-0.15444062877961798,-0.10919265746079615,0.09470465451761007,0.15390766324610372,0.9999999695753472,-0.013570629127457011,0.10253442898552141,0.264098194126779
349,Frequency_Substation_08,-0.06361515434874082,-0.08048681046210375,0.11307188329006594,0.21533536769427133,-0.19235693099655296,0.08231027573203833,-0.013570629127457011,1.0000000037347292,-0.2578717383123151,-0.008980464296763677
349,Frequency_Substation_09,0.10289096402721741,-0.0007465339794817756,-0.27371345014458126,-0.20138966844573242,-0.10449580641993043,-0.12188790805901399,0.10253442898552141,-0.2578717383123151,0.9999999909634245,0.05606646429584153
349,Frequency_Substation_10,-0.28312668350790815,0.07656579128921304,0.0971411532393139,0.15196158840616059,-0.09616324773548342,0.11102142655115449,0.264098194126779,-0.008980464296763677,0.05606646429584153,1.0000000048125446
350,Frequency_Substation_01,0.9999999835586759,0.08133873770569604,-0.3844848035820532,-0.20254323996558693,-0.15942552541331279,-0.34390941926259205,-0.13304551758269087,-0.08653342979290735,0.10627091109250066,-0.2589347889489004
350,Frequency_Substation_02,0.08133873770569604,1.0000000379147482,-0.09140815893298075,-0.17788627129514276,0.19427064879906328,-0.029806675877173453,0.18777437498884572,-0.08545724516630963,-0.002966947901487252,0.0797421100576377
350,Frequency_Substation_03,-0.3844848035820532,-0.09140815893298075,0.9999999829737584,0.09960346823829684,0.1548023510483681,0.21523063041778434,-0.15318261647734993,0.12023945651597283,-0.2684829343723373,0.09411010459470834
350,Frequency_Substation_04,-0.20254323996558693,-0.17788627129514276,0.09960346823829684,1.000000001639135,-0.10766029508101387,-0.11781775397062257,-0.12134356694539715,0.219577362213132,-0.21333653373450978,0.14655404838392805
350,Frequency_Substation_05,-0.15942552541331279,0.19427064879906328,0.1548023510483681,-0.10766029508101387,0.9999999642773167,0.03439176056609736,0.11418660144627708,-0.20139312736226325,-0.09172894671895032,-0.08843417697895445
350,Frequency_Substation_06,-0.34390941926259205,-0.029806675877173453,0.21523063041778434,-0.11781775397062257,0.03439176056609736,1.0000000085260254,0.12355327382014508,0.10604679082312846,-0.1297678150363412,0.08837236780212859
350,Frequency_Substation_07,-0.13304551758269087,0.18777437498884572,-0.15318261647734993,-0.12134356694539715,0.11418660144627708,0.12355327382014508,0.9999999719161317,-0.03297211534604184,0.10190982098714961,0.2745360874923613
350,Frequency_Substation_08,-0.08653342979290735,-0.08545724516630963,0.12023945651597283,0.219577362213132,-0.20139312736226325,0.10604679082312846,-0.03297211534604184,1.0000000019974675,-0.2597038772511568,-0.02512852929690454
350,Frequency_Substation_09,0.10627091109250066,-0.002966947901487252,-0.2684829343723373,-0.21333653373450978,-0.09172894671895032,-0.1297678150363412,0.10190982098714961,-0.2597038772511568,0.9999999733310616,0.05790883725121529
350,Frequency_Substation_10,-0.2589347889489004,0.0797421100576377,0.09411010459470834,0.14655404838392805,-0.08843417697895445,0.08837236780212859,0.2745360874923613,-0.02512852929690454,0.05790883725121529,1.0000000039161971
351,Frequency_Substation_01,0.9999999979831182,0.08103730217258687,-0.3767168656455854,-0.20697749706406393,-0.1696100646083457,-0.3388298153505015,-0.13260391696693807,-0.08426004180726157,0.10852626236069075,-0.2452350041408402
351,Frequency_Substation_02,0.08103730217258687,0.9999999764709864,-0.08963592128262354,-0.17685976462432534,0.20574104373601246,-0.030069612674537925,0.18752352761699487,-0.08747164364544037,-0.004129012363414046,0.07638818096102284
351,Frequency_Substation_03,-0.3767168656455854,-0.08963592128262354,1.0000000081539018,0.08756679791842242,0.11978772114880663,0.22218282516040366,-0.13195736300380373,0.13600556995957483,-0.2583633394061878,0.1396643800332361
351,Frequency_Substation_04,-0.20697749706406393,-0.17685976462432534,0.08756679791842242,0.9999999919815957,-0.11808006243773148,-0.12022799984165998,-0.1174104062175965,0.22202116501684888,-0.21274261460955565,0.14318245706276084
351,Frequency_Substation_05,-0.1696100646083457,0.20574104373601246,0.11978772114880663,-0.11808006243773148,1.0000000075657107,0.03626098718972377,0.16487433190614884,-0.18522204869169828,-0.07909492397966142,-0.04663514969885326
351,Frequency_Substation_06,-0.3388298153505015,-0.030069612674537925,0.22218282516040366,-0.12022799984165998,0.03626098718972377,1.0000000059918648,0.1239169426578233,0.10646480073236383,-0.1293157459319935,0.09455791376393122
351,Frequency_Substation_07,-0.13260391696693807,0.18752352761699487,-0.13195736300380373,-0.1174104062175965,0.16487433190614884,0.1239169426578233,1.000000052937943,-0.049087467236217604,0.09302359119848784,0.24839742023897216
351,Frequency_Substation_08,-0.08426004180726157,-0.08747164364544037,0.13600556995957483,0.22202116501684888,-0.18522204869169828,0.10646480073236383,-0.049087467236217604,0.9999999929671062,-0.26653032888726996,-0.039794886223223545
351,Frequency_Substation_09,0.10852626236069075,-0.004129012363414046,-0.2583633394061878,-0.21274261460955565,-0.07909492397966142,-0.1293157459319935,0.09302359119848784,-0.26653032888726996,1.0000000526563873,0.05010600203238534
351,Frequency_Substation_10,-0.2452350041408402,0.07638818096102284,0.1396643800332361,0.14318245706276084,-0.04663514969885326,0.09455791376393122,0.24839742023897216,-0.039794886223223545,0.05010600203238534,1.0000000380502172
352,Frequency_Substation_01,1.0000000441849752,0.06205419391793778,-0.3060728672829884,-0.19397878522876674,-0.18098705711675492,-0.3014013362571337,-0.16448500930145837,-0.03282216796764789,0.058799664179446404,-0.23532901264580464
352,Frequency_Substation_02,0.06205419391793778,0.999999977254876,-0.0200590301664734,-0.18071583009660316,0.199509988251612,-0.0013342967897355914,0.16721255469238563,-0.04303234035884942,-0.04662825964381473,0.06705018459118778
352,Frequency_Substation_03,-0.3060728672829884,-0.0200590301664734,1.0000000081431637,0.02524901003386482,0.12189495552240831,0.16844280364425857,-0.11969917319243797,0.12544215001171202,-0.24533596334248045,0.07354182801637106
352,Frequency_Substation_04,-0.19397878522876674,-0.18071583009660316,0.02524901003386482,1.0000000073563948,-0.1126191977521334,-0.14881256862329054,-0.0992190602022373,0.18249994651075974,-0.17578418139938132,0.15038283520973866
352,Frequency_Substation_05,-0.18098705711675492,0.199509988251612,0.12189495552240831,-0.1126191977521334,1.0000000288167397,0.0421109230202664,0.16437012172973714,-0.18519824070208157,-0.08093280389395299,-0.040856261972174644
352,Frequency_Substation_06,-0.3014013362571337,-0.0013342967897355914,0.16844280364425857,-0.14881256862329054,0.0421109230202664,1.0000000440443901,0.14958438045449157,0.06982883291357617,-0.09315389584273627,0.07188441570659755
352,Frequency_Substation_07,-0.16448500930145837,0.16721255469238563,-0.11969917319243797,-0.0992190602022373,0.16437012172973714,0.14958438045449157,1.0000000404751659,-0.04015591752644715,0.08354159890260374,0.26653384452920353
352,Frequency_Substation_08,-0.03282216796764789,-0.04303234035884942,0.12544215001171202,0.18249994651075974,-0.18519824070208157,0.06982883291357617,-0.04015591752644715,1.000000020411174,-0.2577258783709443,-0.08187180103357247
352,Frequency_Substation_09,0.058799664179446404,-0.04662825964381473,-0.24533596334248045,-0.17578418139938132,-0.08093280389395299,-0.09315389584273627,0.08354159890260374,-0.2577258783709443,0.9999999652025118,0.08993204744536368
352,Frequency_Substation_10,-0.23532901264580464,0.06705018459118778,0.07354182801637106,0.15038283520973866,-0.040856261972174644,0.07188441570659755,0.26653384452920353,-0.08187180103357247,0.08993204744536368,0.999999977253863
353,Frequency_Substation_01,1.0000000354344702,0.08519871631208821,-0.3383307668491693,-0.1846806013401409,-0.2083160736954792,-0.3522802992266445,-0.21541022196179788,-0.0898191057126965,0.03132703880912113,-0.18197885065601513
353,Frequency_Substation_02,0.08519871631208821,1.0000000160574858,-0.0516019624412936,-0.1833967593051021,0.16359015391851536,-0.01809656537241991,0.18804753977172928,-0.08598960177301583,-0.05908880745143899,0.11193452965149081
353,Frequency_Substation_03,-0.3383307668491693,-0.0516019624412936,1.0000000323827776,0.03207621770543268,0.15418433249719304,0.18356961974946961,-0.1488782647224893,0.17242202797846276,-0.22566665601239452,0.008773781156740254
353,Frequency_Substation_04,-0.1846806013401409,-0.1833967593051021,0.03207621770543268,0.9999999406204719,-0.10523885984092764,-0.13717286465684395,-0.08652934454203655,0.1899181135545772,-0.16842661047663962,0.1339276871922982
353,Frequency_Substation_05,-0.2083160736954792,0.16359015391851536,0.15418433249719304,-0.10523885984092764,0.9999999951582141,0.060078579149973985,0.14298307657262088,-0.12410677182766235,-0.06483432829963331,-0.09415033102770136
353,Frequency_Substation_06,-0.3522802992266445,-0.01809656537241991,0.18356961974946961,-0.13717286465684395,0.060078579149973985,1.000000037252519,0.10884985245471321,0.08649588111594901,-0.09423290489821043,0.03918629752655308
353,Frequency_Substation_07,-0.21541022196179788,0.18804753977172928,-0.1488782647224893,-0.08652934454203655,0.14298307657262088,0.10884985245471321,1.0000000164747218,-0.09192911556503924,0.05764648960313788,0.29946944174998597
353,Frequency_Substation_08,-0.0898191057126965,-0.08598960177301583,0.17242202797846276,0.1899181135545772,-0.12410677182766235,0.08649588111594901,-0.09192911556503924,1.0000000143181127,-0.23110194965709108,-0.15841960258122742
353,Frequency_Substation_09,0.03132703880912113,-0.05908880745143899,-0.22566665601239452,-0.16842661047663962,-0.06483432829963331,-0.09423290489821043,0.05764648960313788,-0.23110194965709108,0.9999999812396023,0.06219980161962759
353,Frequency_Substation_10,-0.18197885065601513,0.11193452965149081,0.008773781156740254,0.1339276871922982,-0.09415033102770136,0.03918629752655308,0.29946944174998597,-0.15841960258122742,0.06219980161962759,0.9999999709340348
354,Frequency_Substation_01,1.0000000652162073,0.02327070443650796,-0.28790896990481035,-0.2647073698461465,-0.08694151153497652,-0.4001184807778909,-0.18898558846167426,-0.180243520350224,0.00463749481353601,-0.18149053992765227
354,Frequency_Substation_02,0.02327070443650796,1.000000045352702,-0.02590182496737295,-0.20209953221776428,0.22678024345798076,-0.022909189817509407,0.2296447734157779,-0.12681202880496578,-0.060550625507796975,0.12327156173287228
354,Frequency_Substation_03,-0.28790896990481035,-0.02590182496737295,0.9999999977280125,-0.0073803908530086035,0.16195799198052613,0.12129073595935917,-0.19720962835004077,0.16533497518457207,-0.25004115932370075,-0.00360382738090762
354,Frequency_Substation_04,-0.2647073698461465,-0.20209953221776428,-0.0073803908530086035,0.9999999818886873,-0.1588451134654597,-0.01573607453290457,-0.009725521258699295,0.22093567311857087,-0.09658858768328402,0.14633291337343451
354,Frequency_Substation_05,-0.08694151153497652,0.22678024345798076,0.16195799198052613,-0.1588451134654597,0.9999999802324551,-0.029970881072958463,0.04782241531804184,-0.12327025292504284,-0.11466678703231226,-0.11854242916529216
354,Frequency_Substation_06,-0.4001184807778909,-0.022909189817509407,0.12129073595935917,-0.01573607453290457,-0.029970881072958463,0.9999999759170185,0.16172614738694405,0.14017723129566423,-0.023697630861307592,0.052386678118010434
354,Frequency_Substation_07,-0.18898558846167426,0.2296447734157779,-0.19720962835004077,-0.009725521258699295,0.04782241531804184,0.16172614738694405,0.9999999520750573,-0.02835387550078612,0.08814996867272319,0.2995097129174361
354,Frequency_Substation_08,-0.180243520350224,-0.12681202880496578,0.16533497518457207,0.22093567311857087,-0.12327025292504284,0.14017723129566423,-0.02835387550078612,1.0000000158174052,-0.19249917264068486,-0.1422697597848122
354,Frequency_Substation_09,0.00463749481353601,-0.060550625507796975,-0.25004115932370075,-0.09658858768328402,-0.11466678703231226,-0.023697630861307592,0.08814996867272319,-0.19249917264068486,1.000000020148783,0.06936361262259359
354,Frequency_Substation_10,-0.18149053992765227,0.12327156173287228,-0.00360382738090762,0.14633291337343451,-0.11854242916529216,0.052386678118010434,0.2995097129174361,-0.1422697597848122,0.06936361262259359,0.9999999489843622
355,Frequency_Substation_01,1.000000017026546,0.13607374043619466,-0.29635412425753854,-0.3096363329744697,-0.08068445334212936,-0.35878456103211903,-0.09874307161419443,-0.18440522115674954,0.08491670597986672,-0.0977201119441667
355,Frequency_Substation_02,0.13607374043619466,0.9999999482220446,-0.023279105208549828,-0.14502843125845122,0.20547132541490773,-0.10592984723686419,0.23831910908268167,-0.13628614144875117,-0.039714239741548155,0.03646306069991541
355,Frequency_Substation_03,-0.29635412425753854,-0.023279105208549828,1.0000000228815662,-0.00884003103940103,0.16246875770136165,0.12775971653608134,-0.1937229800314164,0.1653953101890132,-0.24504465208218792,-0.0006568729786101842
355,Frequency_Substation_04,-0.3096363329744697,-0.14502843125845122,-0.00884003103940103,1.0000000361484047,-0.1543636159365987,0.026440646653478086,0.038418221593633055,0.22459769775376393,-0.05602636237293257,0.22139274771746936
355,Frequency_Substation_05,-0.08068445334212936,0.20547132541490773,0.16246875770136165,-0.1543636159365987,1.0000000237768165,-0.042951332222776945,0.030241184545347664,-0.12329746211384209,-0.12812819693041208,-0.14516474546855543
355,Frequency_Substation_06,-0.35878456103211903,-0.10592984723686419,0.12775971653608134,0.026440646653478086,-0.042951332222776945,0.9999999663058826,0.099778976181498,0.14246116363153957,-0.07856326123224627,-0.04310278135490024
355,Frequency_Substation_07,-0.09874307161419443,0.23831910908268167,-0.1937229800314164,0.038418221593633055,0.030241184545347664,0.099778976181498,1.0000000060516354,-0.036525403306887895,0.10772594435777931,0.24238415399367896
355,Frequency_Substation_08,-0.18440522115674954,-0.13628614144875117,0.1653953101890132,0.22459769775376393,-0.12329746211384209,0.14246116363153957,-0.036525403306887895,0.9999999895335838,-0.19750839975176926,-0.15699713128514514
355,Frequency_Substation_09,0.08491670597986672,-0.039714239741548155,-0.24504465208218792,-0.05602636237293257,-0.12812819693041208,-0.07856326123224627,0.10772594435777931,-0.19750839975176926,0.9999999992095236,0.014082271785208988
355,Frequency_Substation_10,-0.0977201119441667,0.03646306069991541,-0.0006568729786101842,0.22139274771746936,-0.14516474546855543,-0.04310278135490024,0.24238415399367896,-0.15699713128514514,0.014082271785208988,1.000000000949078
356,Frequency_Substation_01,1.0000000078913638,0.1593728748087223,-0.3040074658019802,-0.30920363368970727,-0.09082841319330816,-0.3422590984027206,-0.08964277296520949,-0.18357237350256203,0.08601735054377782,-0.09956973089295343
356,Frequency_Substation_02,0.1593728748087223,0.999999996646352,-0.1052367503504072,-0.13515753028082184,0.16076247491613618,-0.08924781253795143,0.2396772263474614,-0.10220846614841024,-0.033061117690916936,-0.01292192335758269
356,Frequency_Substation_03,-0.3040074658019802,-0.1052367503504072,1.0000000181253212,-0.008531467462246757,0.19705360423578805,0.07560895012152158,-0.21709311515921326,0.15340792602655148,-0.2407842716408003,0.00735979377619481
356,Frequency_Substation_04,-0.30920363368970727,-0.13515753028082184,-0.008531467462246757,0.999999960823871,-0.15313257857685691,0.0301057946270941,0.04196486154653437,0.2226005685066507,-0.0561484034172418,0.2278701527385698
356,Frequency_Substation_05,-0.09082841319330816,0.16076247491613618,0.19705360423578805,-0.15313257857685691,1.000000011414379,-0.06656617964737715,0.014060372158424686,-0.1273661318002671,-0.12954030064611827,-0.1378843038513702
356,Frequency_Substation_06,-0.3422590984027206,-0.08924781253795143,0.07560895012152158,0.0301057946270941,-0.06656617964737715,0.999999992674016,0.10543271435382398,0.15654108718898221,-0.07441024250948117,-0.06392364792620218
356,Frequency_Substation_07,-0.08964277296520949,0.2396772263474614,-0.21709311515921326,0.04196486154653437,0.014060372158424686,0.10543271435382398,0.9999999415732591,-0.024182549518366046,0.11010959724210803,0.22646656329413953
356,Frequency_Substation_08,-0.18357237350256203,-0.10220846614841024,0.15340792602655148,0.2226005685066507,-0.1273661318002671,0.15654108718898221,-0.024182549518366046,0.9999999804850888,-0.19810548989166837,-0.14726287347355835
356,Frequency_Substation_09,0.08601735054377782,-0.033061117690916936,-0.2407842716408003,-0.0561484034172418,-0.12954030064611827,-0.07441024250948117,0.11010959724210803,-0.19810548989166837,0.9999999529105441,0.01407970916803637
356,Frequency_Substation_10,-0.09956973089295343,-0.01292192335758269,0.00735979377619481,0.2278701527385698,-0.1378843038513702,-0.06392364792620218,0.22646656329413953,-0.14726287347355835,0.01407970916803637,0.9999999865254354
357,Frequency_Substation_01,0.9999999242174137,0.15971199687193696,-0.29959693814942784,-0.2928387941143843,-0.09288359496009434,-0.34809736281150133,-0.09630540024141566,-0.18638229334469336,0.09754059895119682,-0.08929075262243404
357,Frequency_Substation_02,0.15971199687193696,0.9999999361862817,-0.11196238745901264,-0.13641321693449443,0.14813201003040372,-0.10148591965534247,0.25117239141038766,-0.09406583146581612,-0.03918452008442164,-0.010332040914250535
357,Frequency_Substation_03,-0.29959693814942784,-0.11196238745901264,0.9999999903362168,8.077679370600211e-06,0.18821914338430004,0.06352078179289246,-0.2164372891986595,0.15780852379581556,-0.22884044131280232,0.01728254296053873
357,Frequency_Substation_04,-0.2928387941143843,-0.13641321693449443,8.077679370600211e-06,1.000000012678234,-0.15993143240134,0.013164691101362116,0.026327480780423268,0.215999714564537,-0.021304016287514885,0.24708300754340934
357,Frequency_Substation_05,-0.09288359496009434,0.14813201003040372,0.18821914338430004,-0.15993143240134,1.0000000374817497,-0.08592345433711664,0.033361295263654715,-0.11364653116970004,-0.14309350474954427,-0.13621975592067329
357,Frequency_Substation_06,-0.34809736281150133,-0.10148591965534247,0.06352078179289246,0.013164691101362116,-0.08592345433711664,0.9999999847960181,0.1270462771127822,0.1721224618640693,-0.09743790729683116,-0.07123760460449481
357,Frequency_Substation_07,-0.09630540024141566,0.25117239141038766,-0.2164372891986595,0.026327480780423268,0.033361295263654715,0.1270462771127822,0.9999999784036425,-0.030332181984321874,0.094264623733123,0.2069651949097517
357,Frequency_Substation_08,-0.18638229334469336,-0.09406583146581612,0.15780852379581556,0.215999714564537,-0.11364653116970004,0.1721224618640693,-0.030332181984321874,1.0000000169408534,-0.19665992975961807,-0.15437774420386952
357,Frequency_Substation_09,0.09754059895119682,-0.03918452008442164,-0.22884044131280232,-0.021304016287514885,-0.14309350474954427,-0.09743790729683116,0.094264623733123,-0.19665992975961807,0.99999997255462,0.043812164165442806
357,Frequency_Substation_10,-0.08929075262243404,-0.010332040914250535,0.01728254296053873,0.24708300754340934,-0.13621975592067329,-0.07123760460449481,0.2069651949097517,-0.15437774420386952,0.043812164165442806,1.0000000410337422
358,Frequency_Substation_01,0.9999999447045678,0.09026720360480626,-0.2857438308063391,-0.33439843482999415,-0.11334229730633981,-0.3345544285387323,-0.14527545030693617,-0.18603548688045343,0.14623844476015588,-0.06961865899434233
358,Frequency_Substation_02,0.09026720360480626,0.9999999606300459,-0.14214620472726097,-0.12460595504628827,0.22111240017330067,-0.12171677432912587,0.2863601083874401,-0.13883038674931897,-0.025946842677582776,-0.051674160136494306
358,Frequency_Substation_03,-0.2857438308063391,-0.14214620472726097,0.9999999384414668,-0.023212452004828313,0.18286796207010228,0.06544427561063389,-0.23396170080288753,0.15424616006267228,-0.2068252521673988,0.022415957340591788
358,Frequency_Substation_04,-0.33439843482999415,-0.12460595504628827,-0.023212452004828313,0.9999999997015834,-0.1036377130358635,-0.002438952008891262,0.05269254146542532,0.18285287540579556,-0.004312092817155249,0.2160382766386177
358,Frequency_Substation_05,-0.11334229730633981,0.22111240017330067,0.18286796207010228,-0.1036377130358635,1.00000003647187,-0.09043721191673115,0.08820592179010533,-0.10287910117981569,-0.20857394910062554,-0.14763302058985334
358,Frequency_Substation_06,-0.3345544285387323,-0.12171677432912587,0.06544427561063389,-0.002438952008891262,-0.09043721191673115,0.9999999981000276,0.10693308306159745,0.17169554052053923,-0.08227409528107082,-0.0660724444694792
358,Frequency_Substation_07,-0.14527545030693617,0.2863601083874401,-0.23396170080288753,0.05269254146542532,0.08820592179010533,0.10693308306159745,0.9999999824799656,-0.05672688573480955,0.08001170725657003,0.16728810009130307
358,Frequency_Substation_08,-0.18603548688045343,-0.13883038674931897,0.15424616006267228,0.18285287540579556,-0.10287910117981569,0.17169554052053923,-0.05672688573480955,1.0000000227241825,-0.15653120616794264,-0.15638703125195352
358,Frequency_Substation_09,0.14623844476015588,-0.025946842677582776,-0.2068252521673988,-0.004312092817155249,-0.20857394910062554,-0.08227409528107082,0.08001170725657003,-0.15653120616794264,0.9999999914629518,0.07587831233693824
358,Frequency_Substation_10,-0.06961865899434233,-0.051674160136494306,0.022415957340591788,0.2160382766386177,-0.14763302058985334,-0.0660724444694792,0.16728810009130307,-0.15638703125195352,0.07587831233693824,0.9999999840625989
